"DataMessageGUID","SensorID","Sensor Name","Date","Value","Formatted Value","Battery","Raw Data","Sensor State","GatewayID","Alert Sent","Signal Strength","Voltage"
"4f3b4853-a174-46df-af15-c619ecf3d384","316573","Birk - A9 (TANK 2)","11/26/2018 11:31 AM","13.7","13.7° C","100","13.7","0","900142","False","100","3.68"
"752bc841-1609-4b0e-ae66-9b62f809dc77","316573","Birk - A9 (TANK 2)","11/26/2018 11:21 AM","13.7","13.7° C","100","13.7","0","900142","False","100","3.69"
"ec7290b3-efce-4ed8-b7a7-2fd3b443d838","316573","Birk - A9 (TANK 2)","11/26/2018 11:11 AM","13.7","13.7° C","100","13.7","0","900142","False","100","3.67"
"f44a0365-af0e-4952-9240-ce76e8f98ad7","316573","Birk - A9 (TANK 2)","11/26/2018 11:01 AM","13.5","13.5° C","100","13.5","0","900142","False","100","3.68"
"a04d400e-f242-498e-8db4-b2627134c970","316573","Birk - A9 (TANK 2)","11/26/2018 10:51 AM","13.4","13.4° C","100","13.4","0","900142","False","100","3.67"
"20c32a0e-02d6-4af3-b978-5f27c332f20c","316573","Birk - A9 (TANK 2)","11/26/2018 10:41 AM","13.5","13.5° C","100","13.5","0","900142","False","100","3.68"
"30ec1ee5-3dfa-4eac-a529-4650fd441c19","316573","Birk - A9 (TANK 2)","11/26/2018 10:31 AM","13.7","13.7° C","100","13.7","0","900142","False","100","3.68"
"a2a8af8c-eb6b-4ae7-a628-5aea2a218300","316573","Birk - A9 (TANK 2)","11/26/2018 10:21 AM","13.7","13.7° C","100","13.7","0","900142","False","100","3.68"
"6d7afe4d-34dc-4b31-9a32-9bc0944d61ff","316573","Birk - A9 (TANK 2)","11/26/2018 10:11 AM","13.6","13.6° C","100","13.6","0","900142","False","100","3.68"
"8db74034-cbc8-4593-b647-e38535383976","316573","Birk - A9 (TANK 2)","11/26/2018 10:01 AM","13.5","13.5° C","100","13.5","0","900142","False","100","3.68"
"a63b1058-9f4a-47d2-9f0a-0ccbad1d307f","316573","Birk - A9 (TANK 2)","11/26/2018 9:51 AM","13.5","13.5° C","100","13.5","0","900142","False","100","3.67"
"b0f28290-8aa1-4b2e-835c-263e95c6bee2","316573","Birk - A9 (TANK 2)","11/26/2018 9:41 AM","13.4","13.4° C","100","13.4","0","900142","False","100","3.68"
"088de008-ad67-4884-99c0-8d121aef7515","316573","Birk - A9 (TANK 2)","11/26/2018 9:32 AM","13.7","13.7° C","100","13.7","0","900142","False","100","3.7"
"54a0fefa-67b5-44e5-b890-20a6649e1ac7","316573","Birk - A9 (TANK 2)","11/26/2018 9:22 AM","13.7","13.7° C","100","13.7","0","900142","False","100","3.67"
"697943e8-e9f7-4d53-a177-ee4bf6560745","316573","Birk - A9 (TANK 2)","11/26/2018 9:12 AM","13.6","13.6° C","100","13.6","0","900142","False","100","3.68"
"feff3017-31db-47a7-b801-d1f17d5cae86","316573","Birk - A9 (TANK 2)","11/26/2018 9:02 AM","13.6","13.6° C","100","13.6","0","900142","False","100","3.67"
"d30eb4dd-bf8e-4f95-8d21-35b05e3145db","316573","Birk - A9 (TANK 2)","11/26/2018 8:52 AM","13.4","13.4° C","100","13.4","0","900142","False","100","3.67"
"3f043db0-0067-428c-b3c5-3b0ff1dbd354","316573","Birk - A9 (TANK 2)","11/26/2018 8:42 AM","13.4","13.4° C","100","13.4","0","900142","False","100","3.68"
"232729c8-4d42-44cd-a2dd-6701a98126f1","316573","Birk - A9 (TANK 2)","11/26/2018 8:32 AM","13.4","13.4° C","100","13.4","0","900142","False","100","3.68"
"99543594-3358-48b4-889a-4b1b2482c835","316573","Birk - A9 (TANK 2)","11/26/2018 8:22 AM","13.7","13.7° C","100","13.7","0","900142","False","100","3.68"
"6d55d285-d7dd-483e-b98f-023d611bd09c","316573","Birk - A9 (TANK 2)","11/26/2018 8:12 AM","13.7","13.7° C","100","13.7","0","900142","False","100","3.68"
"2d8dbce5-3827-4f6e-a9bd-eae56cd0e3bb","316573","Birk - A9 (TANK 2)","11/26/2018 8:02 AM","13.6","13.6° C","100","13.6","0","900142","False","100","3.68"
"8b86b0a2-8643-4f74-aa30-148e7022edcf","316573","Birk - A9 (TANK 2)","11/26/2018 7:52 AM","13.6","13.6° C","100","13.6","0","900142","False","100","3.67"
"063a5e44-aa18-467f-b3a9-1666d653815b","316573","Birk - A9 (TANK 2)","11/26/2018 7:42 AM","13.5","13.5° C","100","13.5","0","900142","False","100","3.68"
"614f731f-ab65-435e-81cd-bc0a4f4076e1","316573","Birk - A9 (TANK 2)","11/26/2018 7:32 AM","13.4","13.4° C","100","13.4","0","900142","False","100","3.68"
"ba740211-aa23-443c-9817-85acdacecb71","316573","Birk - A9 (TANK 2)","11/26/2018 7:22 AM","13.4","13.4° C","100","13.4","0","900142","False","100","3.68"
"5ef96649-39ea-4672-a1d9-503f4b636ab9","316573","Birk - A9 (TANK 2)","11/26/2018 7:12 AM","13.4","13.4° C","100","13.4","0","900142","False","100","3.68"
"5eb3a866-2981-4f79-be5d-99418dbec1fd","316573","Birk - A9 (TANK 2)","11/26/2018 7:02 AM","13.7","13.7° C","100","13.7","0","900142","False","100","3.68"
